Unnamed: 0,Thời gian,Tiêu đề,URL,content
49,(15/05/2025 00:00),BID: Thông báo Quyết định của NHNNVN về việc bổ sung nội dung hoạt động vào Giấy phép thành lập và hoạt động của BID,https://cafef.vn/du-lieu/BID-2198542/bid-thong-bao-quyet-dinh-cua-nhnnvn-ve-viec-bo-sung-noi-dung-hoat-dong-vao-giay-phep-thanh-lap-va-hoat-dong-cua-bid.chn?utm_source=du-lieu,
50,(14/05/2025 00:00),"BID: 2.3.2026, giao dịch 123.846.649 cp niêm yết bổ sung",https://cafef.vn/du-lieu/BID-2197624/bid-232026-giao-dich-123846649-cp-niem-yet-bo-sung.chn?utm_source=du-lieu,
51,(08/05/2025 10:59),BID: Quyết định về việc thay đổi địa điểm đặt trụ sở Chi nhánh Hùng Vương,https://cafef.vn/du-lieu/BID-2227326/bid-quyet-dinh-ve-viec-thay-doi-dia-diem-dat-tru-so-chi-nhanh-hung-vuong.chn?utm_source=du-lieu,
52,(08/05/2025 00:00),BID: Quyết định về việc thay đổi địa điểm đặt trụ sở Chi nhánh Hùng Vương,https://cafef.vn/du-lieu/BID-2197186/bid-quyet-dinh-ve-viec-thay-doi-dia-diem-dat-tru-so-chi-nhanh-hung-vuong.chn?utm_source=du-lieu,
53,(07/05/2025 00:00),"BID: Quyết định của HĐQT về việc phê duyệt phương án, nội dung hợp đồng cho BIC thuê phần diện tích chưa sử dụng tại PGD Lộc Thọ",https://cafef.vn/du-lieu/BID-2197033/bid-quyet-dinh-cua-hdqt-ve-viec-phe-duyet-phuong-an-noi-dung-hop-dong-cho-bic-thue-phan-dien-tich-chua-su-dung-tai-pgd-loc-tho.chn?utm_source=du-lieu,
54,(06/05/2025 00:00),"BID: 7.5.2025, niêm yết bổ sung 123.846.649 cp",https://cafef.vn/du-lieu/BID-2196347/bid-752025-niem-yet-bo-sung-123846649-cp.chn?utm_source=du-lieu,
55,(28/04/2025 00:00),BID: Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/BID-2193108/bid-bien-ban-hop-va-nghi-quyet-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu,
56,(28/04/2025 00:00),"BID: Bổ nhiệm ông Lê Quốc Nghị làm Thành viên HĐQT, ông Huỳnh Phương làm Thành viên BKS từ 26.4.2025",https://cafef.vn/du-lieu/BID-2219704/bid-bo-nhiem-ong-le-quoc-nghi-lam-thanh-vien-hdqt-ong-huynh-phuong-lam-thanh-vien-bks-tu-2642025.chn?utm_source=du-lieu,
57,(25/04/2025 00:00),"BID: Nghị quyết HĐQT về việc cập nhật, bổ sung tài liệu họp ĐHĐCĐ thường niên 2025",https://cafef.vn/du-lieu/BID-2191181/bid-nghi-quyet-hdqt-ve-viec-cap-nhat-bo-sung-tai-lieu-hop-dhdcd-thuong-nien-2025.chn?utm_source=du-lieu,
58,(25/04/2025 00:00),BID: Nghị quyết HĐQT phê duyệt phương án phát hành trái phiếu tăng vốn theo hình thức riêng lẻ năm 2025,https://cafef.vn/du-lieu/BID-2191183/bid-nghi-quyet-hdqt-phe-duyet-phuong-an-phat-hanh-trai-phieu-tang-von-theo-hinh-thuc-rieng-le-nam-2025.chn?utm_source=du-lieu,
59,(23/04/2025 00:00),"BID: HĐQT thông qua hợp đồng, giao dịch thuê thêm diện tích văn phòng tại tầng 10, tháp BIDV",https://cafef.vn/du-lieu/BID-2186187/bid-hdqt-thong-qua-hop-dong-giao-dich-thue-them-dien-tich-van-phong-tai-tang-10-thap-bidv.chn?utm_source=du-lieu,
60,(21/04/2025 10:06),BID: Báo cáo thường niên năm 2024,https://cafef.vn/du-lieu/BID-2178539/bid-bao-cao-thuong-nien-nam-2024.chn?utm_source=du-lieu,
61,(17/04/2025 00:00),BID: Thông báo Quyết định của NHNNVN về việc sửa đổi nội dung vốn điều lệ tại Giấy phép hoạt động của BID,https://cafef.vn/du-lieu/BID-2181749/bid-thong-bao-quyet-dinh-cua-nhnnvn-ve-viec-sua-doi-noi-dung-von-dieu-le-tai-giay-phep-hoat-dong-cua-bid.chn?utm_source=du-lieu,
62,(31/03/2025 00:00),BID: Sửa đổi điều lệ tổ chức và hoạt động,https://cafef.vn/du-lieu/BID-2162099/bid-sua-doi-dieu-le-to-chuc-va-hoat-dong.chn?utm_source=du-lieu,
63,(31/03/2025 00:00),BID: Nghị quyết HĐQT phê duyệt điều chỉnh thời gian tổ chức ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/BID-2162374/bid-nghi-quyet-hdqt-phe-duyet-dieu-chinh-thoi-gian-to-chuc-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu,
64,(21/03/2025 00:00),BID: Nghị quyết HĐQT về việc phê duyệt phương án mua lại trái phiếu,https://cafef.vn/du-lieu/BID-2155362/bid-nghi-quyet-hdqt-ve-viec-phe-duyet-phuong-an-mua-lai-trai-phieu.chn?utm_source=du-lieu,
65,(20/03/2025 00:00),BID: Thông báo giấy chứng nhận điều chỉnh thông tin số lượng cổ phiếu đăng ký của BID,https://cafef.vn/du-lieu/BID-2154473/bid-thong-bao-giay-chung-nhan-dieu-chinh-thong-tin-so-luong-co-phieu-dang-ky-cua-bid.chn?utm_source=du-lieu,
66,(14/03/2025 00:00),BID: Link công bố tài liệu họp ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/BID-2149825/bid-link-cong-bo-tai-lieu-hop-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu,
67,(12/03/2025 00:00),BID: HĐQT thông qua phụ lục hợp đồng đại lý năm 2025 với BIDV MetLife,https://cafef.vn/du-lieu/BID-2148338/bid-hdqt-thong-qua-phu-luc-hop-dong-dai-ly-nam-2025-voi-bidv-metlife.chn?utm_source=du-lieu,
68,(12/03/2025 00:00),BID: Thông báo thay đổi nhân sự (kèm Quyết định HĐQT),https://cafef.vn/du-lieu/BID-2148342/bid-thong-bao-thay-doi-nhan-su-kem-quyet-dinh-hdqt.chn?utm_source=du-lieu,
69,(07/03/2025 00:00),BID: Thông báo công văn của UBCKNN về báo cáo kết quả chào bán cổ phiếu riêng lẻ của BID,https://cafef.vn/du-lieu/BID-2144609/bid-thong-bao-cong-van-cua-ubcknn-ve-bao-cao-ket-qua-chao-ban-co-phieu-rieng-le-cua-bid.chn?utm_source=du-lieu,
70,(06/03/2025 00:00),BID: Thông báo ký kết hợp đồng kiểm toán BCTC 2025,https://cafef.vn/du-lieu/BID-2143827/bid-thong-bao-ky-ket-hop-dong-kiem-toan-bctc-2025.chn?utm_source=du-lieu,
71,(05/03/2025 00:00),"BID: HĐQT phê duyệt phương án, hợp đồng cho thuê một phần diện tích chưa sử dụng tại Chi nhánh Hà Tĩnh",https://cafef.vn/du-lieu/BID-2143630/bid-hdqt-phe-duyet-phuong-an-hop-dong-cho-thue-mot-phan-dien-tich-chua-su-dung-tai-chi-nhanh-ha-tinh.chn?utm_source=du-lieu,
72,(03/03/2025 00:00),BID: Đã phát hành riêng lẻ 123.846.649 cp,https://cafef.vn/du-lieu/BID-2141549/bid-da-phat-hanh-rieng-le-123846649-cp.chn?utm_source=du-lieu,
73,(03/03/2025 00:00),BID: CBTT thay đổi địa chỉ trụ sở chi nhánh Phú Mỹ,https://cafef.vn/du-lieu/BID-2141955/bid-cbtt-thay-doi-dia-chi-tru-so-chi-nhanh-phu-my.chn?utm_source=du-lieu,
74,(21/02/2025 00:00),"BID: 7.3.2025, ngày GDKHQ tham dự ĐHCĐ thường niên năm 2025",https://cafef.vn/du-lieu/BID-2135413/bid-732025-ngay-gdkhq-tham-du-dhcd-thuong-nien-nam-2025.chn?utm_source=du-lieu,
75,(19/02/2025 00:00),BID: Quyết định về việc thay đổi địa điểm đặt trụ sở Chi nhánh Hồng Hà,https://cafef.vn/du-lieu/BID-2133728/bid-quyet-dinh-ve-viec-thay-doi-dia-diem-dat-tru-so-chi-nhanh-hong-ha.chn?utm_source=du-lieu,
76,(18/02/2025 00:00),BID: Nghị quyết HĐQT về việc tổ chức ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/BID-2132950/bid-nghi-quyet-hdqt-ve-viec-to-chuc-dhdcd-thuong-nien-nam-2025.chn?utm_source=du-lieu,
77,(13/02/2025 00:00),"BID: HĐQT thông qua hợp đồng bảo hiểm tiền, vàng vận chuyển của CN với BIC",https://cafef.vn/du-lieu/BID-2130267/bid-hdqt-thong-qua-hop-dong-bao-hiem-tien-vang-van-chuyen-cua-cn-voi-bic.chn?utm_source=du-lieu,
78,(12/02/2025 00:00),BID: Thông báo công văn của UBCKNN về hồ sơ đăng ký chào bán cổ phiếu riêng lẻ của BID,https://cafef.vn/du-lieu/BID-2129058/bid-thong-bao-cong-van-cua-ubcknn-ve-ho-so-dang-ky-chao-ban-co-phieu-rieng-le-cua-bid.chn?utm_source=du-lieu,
79,(12/02/2025 00:00),BID: Quyết định HĐQT về việc thay đổi địa chỉ các Chi nhánh,https://cafef.vn/du-lieu/BID-2129059/bid-quyet-dinh-hdqt-ve-viec-thay-doi-dia-chi-cac-chi-nhanh.chn?utm_source=du-lieu,
80,(09/02/2025 08:57),"Top 50 lợi nhuận 2024 vẫn là cuộc áp đảo của ngân hàng và BĐS, BSR, KBC, HAG, NVL 'biến mất' trong khi 2 công ty họ GELEX trỗi dậy",https://cafef.vn/top-50-loi-nhuan-2024-van-la-cuoc-ap-dao-cua-ngan-hang-va-bds-bsr-kbc-hag-nvl-bien-mat-trong-khi-2-cong-ty-ho-gelex-troi-day-188250209085725353.chn?utm_source=du-lieu,"Tổng lợi nhuận trước thuế của 50 đơn vị có lợi nhuận lớn nhất năm 2024 là 530.980 tỷ đồng thì nhóm ngân hàng chiếm 298.210 tỷ đồng, tức 56%, lớn hơn tổng của tất cả các ngành còn lại.
Đứng thứ 2 là nhóm bất động sản nhưng nhỏ hơn rất nhiều, với 51.438 tỷ đồng, chiếm 9,7%.
Tuy nhiên nếu “trả” Vingroup (VIC) về nhóm bất động sản thay vì xếp vào ngành Ô tô, lợi nhuận của các đại gia địa ốc là 68.162 tỷ đồng, chiếm gần 13%.
Trong top10, chỉ có tỷ phú Phạm Nhật Vượng “địch” lại được nhóm nhà băng khi 2 cái tên duy nhất phi tài chính là VinHomes (VHM) và Vingroup.
Vingroup năm nay có sự bứt phá của doanh thu mảng sản xuất xe điện, nhưng lợi nhuận chủ yếu nhờ mảng bất động sản. Cụ thể doanh thu ﻿từ chuyển nhượng bất động sản năm nay chiếm 93.000 tỷ đồng và doanh thu từ mảng sản xuất là 53.000 tỷ đồng. Các mảng còn lại chiếm khoảng gần 46.000 tỷ đồng.
Với việc lợi nhuận giảm rất mạnh, loạt “đại gia” nằm trong top50 lợi nhuận 2023 đã rời khỏi danh sách của năm 2024, bao gồm CTCP Lọc Hóa dầu Bình Sơn (BSR) – giảm 93% còn 680 tỷ, Kinh Bắc (KBC) – giảm 73% còn 764 tỷ, Novaland (NVL) lỗ kỷ lục 2.530 tỷ hay Hoàng Anh Gia Lai (HAG) – giảm 44% còn 1.019 tỷ…
Ngược lại, 2 doanh nghiệp họ Gelex là CTCP Tập đoàn GELEX (GEX) và CTCP Điện lực GELEX (GEE) đã trỗi dậy, tăng lần lượt 159% và 121% để đạt LNTT là 3.616 tỷ và 2.154 tỷ.
Cuộc ‘tái sinh’ của CTCP Đầu tư Thế giới di động (MWG) với mức tăng 417% đưa doanh nghiệp này trở lại top50.
Và Viettel Global (VGI) cũng tăng 176% lên một mặt bằng mới là mức lợi nhuận trên 10.000 tỷ, chính thức xóa hết lỗ lũy kế, đưa nhóm viễn thông trở thành nhóm lớn thứ 6 với 14.308 tỷ đồng.
Đặc biệt, Vietnam Airlines (HVN) là cú lật ngoạn mục từ mức lỗ 5.362 tỷ đồng trong năm trước lên mức lãi 7.723 tỷ đồng trong năm nay, xếp hạng 22 trong top, chính thức chấm dứt chuỗi 4 năm liên tiếp lỗ. Cũng nhờ vậy, tổng lợi nhuận nhóm hàng không đã vọt lên 22.056 chiếm 4,2% và là nhóm lớn thứ 5.
Con số lợi nhuận của Vietnam Airlines chủ yếu là nhờ trong 2 quý đầu năm được giảm nợ và hoãn nợ. Đến quý 3/2024 và quý 4/2024 doanh nghiệp này đã hoạt động ổn định trở lại.
Tuy vậy, tại thời điểm 31/12/2024 Vietnam Airlines vẫn đang lỗ lũy kế ﻿34.307 tỷ đồng. Điều này khiến vốn chủ sở hữu của hãng bay này âm hơn 10.000 tỷ đồng.
Thép – Dầu khí – Công nghệ mỗi ngành chỉ có 1 doanh nghiệp góp mặt nhưng lợi nhuận đều trên 10.000 tỷ."
81,(03/02/2025 00:00),BID: CBTT thay đổi địa điểm Chi nhánh Trà Vinh,https://cafef.vn/du-lieu/BID-2123945/bid-cbtt-thay-doi-dia-diem-chi-nhanh-tra-vinh.chn?utm_source=du-lieu,
82,(03/02/2025 00:00),BID: Điều chỉnh Nghị quyết HĐQT số 31 về việc phê duyệt triển khai phương án chào bán cổ phiếu riêng lẻ,https://cafef.vn/du-lieu/BID-2123949/bid-dieu-chinh-nghi-quyet-hdqt-so-31-ve-viec-phe-duyet-trien-khai-phuong-an-chao-ban-co-phieu-rieng-le.chn?utm_source=du-lieu,
83,(03/02/2025 00:00),BID: Báo cáo tình hình quản trị công ty năm 2024,https://cafef.vn/du-lieu/BID-2134893/bid-bao-cao-tinh-hinh-quan-tri-cong-ty-nam-2024.chn?utm_source=du-lieu,
84,(24/01/2025 00:00),BID: Thông báo công văn của NHNN về việc chấp thuận cho BID tăng vốn điều lệ,https://cafef.vn/du-lieu/BID-2120575/bid-thong-bao-cong-van-cua-nhnn-ve-viec-chap-thuan-cho-bid-tang-von-dieu-le.chn?utm_source=du-lieu,
85,(24/01/2025 00:00),"BID: Báo cáo định kỳ tình hình thanh toán gốc, lãi trái phiếu năm 2024",https://cafef.vn/du-lieu/BID-2120577/bid-bao-cao-dinh-ky-tinh-hinh-thanh-toan-goc-lai-trai-phieu-nam-2024.chn?utm_source=du-lieu,
86,(20/01/2025 00:03),"Bản đồ tỷ đô tại Hà Nội: Hoàn Kiếm là địa bàn của nhóm Ngân hàng, 1 công ty họ Vingroup chuyển nhà phút chót, lý do FPT 'ôm' Cầu Giấy",https://cafef.vn/ban-do-ty-do-tai-ha-noi-hoan-kiem-la-dia-ban-cua-nhom-ngan-hang-1-cong-ty-ho-vingroup-chuyen-nha-phut-chot-ly-do-fpt-om-cau-giay-188250119215141865.chn?utm_source=du-lieu,"Tính đến thời điểm ngày 31/12/2024, thị trường chứng khoán Việt Nam có 50 doanh nghiệp đạt giá trị vốn hóa thị trường trên 1 tỷ USD (tỷ đô), trong đó có 17 ngân hàng.
Nếu nhìn theo khu vực, có 27 doanh nghiệp tỷ đô đăng ký trụ sở tại thủ đô Hà Nội. Tập đoàn Hòa Phát (HPG) tuy đăng ký trụ sở tại Hưng Yên nhưng văn phòng điều hành ""đầu não"" thực tế cũng nằm tại Hà Nội, còn Vietjet Air (VJC) tuy đăng ký trụ sở tại quận Ba Đình (Hà Nội) nhưng ""đầu não"" nằm tại Tp.HCM.
""Bản đồ"" Doanh nghiệp tỷ đô của Hà Nội tập trung tại các quận trung tâm, gồm Ba Đình (1 đơn vị), Hoàn Kiếm (9 đơn vị), Cầu Giấy (4 đơn vị), Tây Hồ (1 đơn vị), Đống Đa (4 đơn vị), Nam Từ Liêm (2 đơn vị), Long Biên (5 đơn vị) và Đông Anh (1 đơn vị).
Theo đó, Hoàn Kiếm là quận có nhiều trụ sở các đơn vị tỷ đô nhất (ngoại trừ Tập đoàn Bảo Việt thì tất cả đều là ngân hàng), với tổng giá trị vốn hóa thị trường là 56,2 tỷ đô, lớn vượt trội so với các khu vực khác. Nơi đây có trụ sở của 3 ngân hàng lớn nhất thị trường là Vietcombank (VCB, 20,4 tỷ đô), BIDV (BID, 10,4 tỷ đô) và Vietinbank (CTG, 8,1 tỷ đô).
Trụ sở chính của Ngân hàng Nhà nước Việt Nam nằm tại quận Hoàn Kiếm, trên đường Lý Thái Tổ. Quãng đường từ Ngân hàng Nhà nước đến ""tổ hợp"" trụ sở của Vietcombank, BIDV, Seabank (194 - 198 Trần Quang Khải), LPBank (210 Trần Quang Khải) chỉ khoảng 300m.
Quận Long Biên – nơi ""đóng đô"" của các doanh nghiệp họ Vin bao gồm Vingroup (VIC), Vinhomes (VHM) và Vincom Retail (VRE), cùng với Vietnam Airlines (HVN) và Hóa Chất Đức Giang (DGC), ghi nhận tổng vốn hóa 18,6 tỷ đô, là quận lớn thứ 2.
Vingroup chuyển về khu đô thị Vinhomes Riverside (trước kia có tên là khu Đô thị Sinh thái Vincom Village) vào năm 2013 sau khi bán toàn bộ tháp B (khối văn phòng) của toà nhà Vincom Center Hà Nội tại 191 Bà Triệu – vốn đang là trụ sở của mình - cho Techcombank. Địa chỉ này là trụ sở của Techcombank cho đến tháng 1/2023, khi ngân hàng chuyển về số 6 phố Quang Trung (q.Hoàn Kiếm).
Bên cạnh Long Biên thì huyện Đông Anh (đã được HĐND thành phố Hà Nội thông qua Nghị quyết về việc tán thành chủ trương thành lập quận) cũng có một 1 công ty tỷ đô là công ty con do Vingroup sở hữu 83%. CTCP Trung tâm Hội chợ Triển lãm Việt Nam (VEFAC, VEF) là Chủ đầu tư của dự án (1) Trung tâm Hội chợ Triển lãm Quốc gia tại Cổ Loa (Vốn đầu tư hơn 7.300 tỷ đồng) và (2) Khu đô thị mới tại các xã Xuân Canh, Đông Hội, Mai Lâm (Vinhomes Cổ Loa, với tổng vốn đầu tư khoảng 35.000 tỷ đồng).
VEFAC trước ngày 28/11/2024 vẫn đặt trụ sở tại 148 Giảng Võ – nơi đặt Trung tâm hội chợ triển lãm Quốc gia trước đây. Sau ngày này, VEFAC mới chính thức chuyển trụ sở về Đông Anh.
Trong khi đó, quận Cầu Giấy là ""địa bàn"" của Tập đoàn FPT (FPT) và FPT Telecom (FOX). Đây là quận có tổng vốn hóa 17,3 tỷ đô, lớn thứ 3 trên bản đồ.
Trụ sở chính của FPT ban đầu không nằm tại quận Cầu Giấy. Vào năm 2007, Tập đoàn này đã chuyển trụ sở từ 89 Láng Hạ về tòa nhà FPT Cầu Giấy. Năm 2021, FPT hoàn tất chuyển về Tổ hợp toà nhà FPT Tower tại số 10 Phạm Văn Bạch (Cầu Giấy). Công trình này rất ấn tượng với thiết kế mô phỏng hình khối logo của FPT, gồm hai tòa nhà cao 21 tầng và 17 tầng cùng văn phòng trung tâm dữ liệu hiện đại cao 8 tầng.
Biểu tượng mã GEN của FPT kết hợp với khối địa cầu được đặt chính giữa sảnh đón tiếp mang hàm ý FPT đã và đang vươn mình ra thế giới. Điểm đặc biệt là quả địa cầu này quay hết 1 vòng trong 13 phút, đúng theo ngày thành lập FPT (13/9/1988).
Năm 2013, Bộ Thông tin và Truyền thông chính thức công nhận khu 8,3 ha tại Duy Tân, Cầu Giấy (Hà Nội) là khu Công nghệ thông tin tập trung thứ ba của cả nước, sau Khu công nghệ phần mềm Quang Trung (TP HCM) và Khu công nghệ phần mềm Đà Nẵng. Với chính sách dành cho khu CNTT, FPT và các công ty con có trụ sở tại khu này sẽ được ưu đãi về tiền thuê đất, miễn, giảm các loại thuế và những ưu đãi khác.
Khu CNTT Cầu Giấy tập trung những doanh nghiệp CNTT mạnh như FPT, CMC, MISA, Hài Hòa, Elcom…
Quận Nam Từ Liêm tuy chỉ vỏn vẹn 2 cái tên nhưng lại là cái tên ""rất to"", đó là Viettel Global (VGI) với vốn hóa tới 11,2 tỷ đô. Năm 2024 là năm thăng hoa của Viettel Global khi cổ phiếu tăng một mạch từ khoảng giá 26.000 đồng hồi đầu năm lên đỉnh 109.700 đồng, tương đương mức tăng 322%. Tuy mức giá đỉnh đó đã không được giữ vững, VGI vẫn đóng cửa phiên cuối năm tại 91.600 đồng, tăng 252%, là doanh nghiệp có giá trị thị trường lớn nhất sàn UPCOM."
87,(20/01/2025 00:00),BID: Thông báo Quyết định của NHNNVN về việc sửa đổi nội dung vốn điều lệ tại Giấy phép hoạt động của BID,https://cafef.vn/du-lieu/BID-2117807/bid-thong-bao-quyet-dinh-cua-nhnnvn-ve-viec-sua-doi-noi-dung-von-dieu-le-tai-giay-phep-hoat-dong-cua-bid.chn?utm_source=du-lieu,
88,(20/01/2025 00:00),BID: HĐQT thông qua giao dịch hợp vốn và dự thảo Thỏa thuận cho vay hợp vốn đối với khách hàng CTCP Đầu tư Thành Thắng Group,https://cafef.vn/du-lieu/BID-2117969/bid-hdqt-thong-qua-giao-dich-hop-von-va-du-thao-thoa-thuan-cho-vay-hop-von-doi-voi-khach-hang-ctcp-dau-tu-thanh-thang-group.chn?utm_source=du-lieu,
89,(20/01/2025 00:00),BID: Thông báo Quyết định của NHNNVN về việc cử người đại diện phần vốn nhà nước tại BID,https://cafef.vn/du-lieu/BID-2117970/bid-thong-bao-quyet-dinh-cua-nhnnvn-ve-viec-cu-nguoi-dai-dien-phan-von-nha-nuoc-tai-bid.chn?utm_source=du-lieu,
90,(20/01/2025 00:00),BID: CBTT ký hợp đồng cung cấp dịch vụ ngân quỹ với NH KEB Hana - CN Hà Nội,https://cafef.vn/du-lieu/BID-2117971/bid-cbtt-ky-hop-dong-cung-cap-dich-vu-ngan-quy-voi-nh-keb-hana-cn-ha-noi.chn?utm_source=du-lieu,
91,(17/01/2025 00:00),"BID: 20.1.2025, niêm yết bổ sung 1.197.079.368 cp",https://cafef.vn/du-lieu/BID-2116617/bid-2012025-niem-yet-bo-sung-1197079368-cp.chn?utm_source=du-lieu,
92,(17/01/2025 00:00),BID: Thông báo ký hợp đồng bảo hiểm trọn gói kết hợp tai nạn con người và sức khỏe và hợp đồng bảo hiểm bệnh ung thư với BIC,https://cafef.vn/du-lieu/BID-2116622/bid-thong-bao-ky-hop-dong-bao-hiem-tron-goi-ket-hop-tai-nan-con-nguoi-va-suc-khoe-va-hop-dong-bao-hiem-benh-ung-thu-voi-bic.chn?utm_source=du-lieu,
93,(17/01/2025 00:00),BID: Giấy chứng nhận điều chỉnh thông tin số lượng cổ phiếu đăng ký,https://cafef.vn/du-lieu/BID-2117090/bid-giay-chung-nhan-dieu-chinh-thong-tin-so-luong-co-phieu-dang-ky.chn?utm_source=du-lieu,
94,(17/01/2025 00:00),"BID: 24.1.2025, giao dịch 1.197.079.368 cp niêm yết bổ sung",https://cafef.vn/du-lieu/BID-2117155/bid-2412025-giao-dich-1197079368-cp-niem-yet-bo-sung.chn?utm_source=du-lieu,
95,(15/01/2025 00:00),BID: CBTT ký hợp đồng cung cấp dịch vụ ngân quỹ với NH KEB Hana - CN Hồ Chí Minh,https://cafef.vn/du-lieu/BID-2115548/bid-cbtt-ky-hop-dong-cung-cap-dich-vu-ngan-quy-voi-nh-keb-hana-cn-ho-chi-minh.chn?utm_source=du-lieu,
96,(10/01/2025 00:00),BID: Quyết định thay đổi địa chỉ trụ sở chi nhánh Bình Định,https://cafef.vn/du-lieu/BID-2114271/bid-quyet-dinh-thay-doi-dia-chi-tru-so-chi-nhanh-binh-dinh.chn?utm_source=du-lieu,
97,(09/01/2025 00:00),BID: Quyết định về việc thay đổi địa điểm đặt trụ sở Chi nhánh Biên Hòa và Phòng GD Quyết Thắng,https://cafef.vn/du-lieu/BID-2112553/bid-quyet-dinh-ve-viec-thay-doi-dia-diem-dat-tru-so-chi-nhanh-bien-hoa-va-phong-gd-quyet-thang.chn?utm_source=du-lieu,
98,(08/01/2025 14:15),BIDV chuẩn bị chào bán riêng lẻ gần 124 triệu cổ phiếu giá 38.800 đồng/cp,https://cafef.vn/bidv-chuan-bi-chao-ban-rieng-le-gan-124-trieu-co-phieu-gia-38800-dongcp-188250108141511895.chn?utm_source=du-lieu,"Ngày 7/1, Hội đồng quản trị Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (BIDV – BID) đã có Nghị quyết thông qua việc triển khai phương án chào bán riêng lẻ 123,8 triệu cổ phiếu cho các nhà đầu tư. Tỷ lệ chào bán tương đương 1,8% số cổ phiếu đang lưu hành tại thời điểm 31/12/2024.
Giá chào bán được xác định là 38.800 đồng/cp, tương đương thu về hơn 4.800 tỷ đồng. Số tiền này sẽ được ngân hàng BIDV bổ sung vốn kinh doanh, hoạt động tín dụng (4.084 tỷ đồng), hoạt động đầu tư (481 tỷ đồng), đầu tư cơ sở vật chất, công nghệ, nâng cao năng lực cạnh tranh của mạng lưới kinh doanh (240 tỷ đồng).
Dự kiến có 5 tổ chức tham gia mua trong đợt phát hành này, trong đó có 4 nhà đầu tư nước ngoài và 1 nhà đầu tư trong nước.
Trong đó, Vietnam Enterprise Investments Limited (VEIL) đăng ký mua khối lượng lớn nhất với gần 59 triệu cp, chiếm 47,7% tổng lượng chào bán. Ngoài ra, Hanoi Investments Holdings Limited (Hanoi) đăng ký mua 15,7 triệu cp; DC Developing Markets Strategies Public Limited Company là 8,5 triệu cp; Samsung Vietnam Securities Master Investment Trust (SSMIT) mua hơn 1,9 triệu cp. Nhà đầu tư trong nước là
Tổng công ty đầu tư và kinh doanh vốn nhà nước (SCIC) đăng ký mua 38,7 triệu cp.
Đợt chào bán dự kiến triển khai trong quý I/2025. Cổ phiếu chào bán cho nhà đầu tư chứng khoán chuyên nghiệp sẽ bị bán chế chuyển nhượng 1 năm kể từ ngày kết thúc đợt phát hành.
Trên thị trường chứng khoán, giá cổ phiếu BID của BIDV chốt ngày 7/1 ở mức 38.800 đồng/cp - tương đương giá phát hành riêng lẻ cho 5 nhà đầu tư.
Bên cạnh BIDV, một số thương vụ phát hành cho nhà đầu tư nước ngoài ở các ngân hàng khác cũng có thể sẽ được tiến hành trong năm nay.
Chẳng hạn, như Vietcombank sau một thời gian tạm hoãn kế hoạch phát hành riêng lẻ, có thể sẽ hoàn tất trong năm 2025. Tại cuộc họp ĐHĐCĐ bất thường tháng 8/2024, Chủ tịch HĐQT, ông Nguyễn Thanh Tùng cho biết, việc rút nội dung “Thông qua phương án phát hành cổ phiếu riêng lẻ để tăng vốn điều lệ” là để điều chỉnh, không ảnh hưởng tới tiến độ kế hoạch. Ngân hàng kỳ vọng có thể hoàn thành trong nửa đầu năm 2025 nếu thị trường diễn biến thuận lợi.
Ở nhóm ngân hàng tư nhân, trong cuộc phỏng vấn trực tiếp trên Bloomberg TV hồi cuối năm 2024, ông Jens Lottner, Tổng giám đốc Techcombank tiết lộ ngân hàng đang cân nhắc bán 10 - 15% cổ phần cho nhà đầu tư chiến lược dài hạn phù hợp. Techcombank đang tìm kiếm các công ty có thể giúp ngân hàng ""tham gia vào các hành lang thương mại trong bối cảnh có rất nhiều tiền đổ vào từ Singapore, Nhật Bản và Hàn Quốc""."
99,(08/01/2025 00:00),BID: Các Nghị quyết liên quan đến việc chào bán cổ phiếu riêng lẻ,https://cafef.vn/du-lieu/BID-2112431/bid-cac-nghi-quyet-lien-quan-den-viec-chao-ban-co-phieu-rieng-le.chn?utm_source=du-lieu,
100,(07/01/2025 00:00),BID: Quyết định về việc chuyển đổi Chi nhánh Đất Mũi thành PGD trực thuộc Chi nhánh Cà Mau,https://cafef.vn/du-lieu/BID-2111773/bid-quyet-dinh-ve-viec-chuyen-doi-chi-nhanh-dat-mui-thanh-pgd-truc-thuoc-chi-nhanh-ca-mau.chn?utm_source=du-lieu,
101,(02/01/2025 00:00),BID: CBTT thay đổi địa chỉ trụ sở các chi nhánh (kèm QĐ),https://cafef.vn/du-lieu/BID-2108699/bid-cbtt-thay-doi-dia-chi-tru-so-cac-chi-nhanh-kem-qd.chn?utm_source=du-lieu,
